Symbol,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,13-04-17,35.477501,35.595001,35.262501,35.262501,33.335854,71291600
AAPL,17-04-17,35.369999,35.470001,35.217499,35.4575,33.52021,66328400
AAPL,18-04-17,35.352501,35.509998,35.2775,35.299999,33.371304,58790000
AAPL,19-04-17,35.470001,35.5,35.112499,35.169998,33.248402,69313600
AAPL,20-04-17,35.305,35.73,35.290001,35.610001,33.664371,93278400
AAPL,21-04-17,35.610001,35.669998,35.462502,35.567501,33.624191,69283600
AAPL,24-04-17,35.875,35.987499,35.794998,35.91,33.947983,68537200
AAPL,25-04-17,35.977501,36.224998,35.967499,36.1325,34.158325,75486000
AAPL,26-04-17,36.1175,36.150002,35.845001,35.919998,33.957432,80164800
AAPL,27-04-17,35.98,36.040001,35.827499,35.947498,33.983433,56985200
AAPL,28-04-17,36.022499,36.075001,35.817501,35.912498,33.95034,83441600
AAPL,01-05-17,36.275002,36.799999,36.240002,36.645,34.642822,134411600
AAPL,02-05-17,36.884998,37.022499,36.709999,36.877499,34.862617,181408800
AAPL,03-05-17,36.397499,36.872501,36.067501,36.764999,34.756264,182788000
AAPL,04-05-17,36.630001,36.785,36.452499,36.6325,34.631008,93487600
AAPL,05-05-17,36.689999,37.244999,36.689999,37.240002,35.205322,109310800
AAPL,08-05-17,37.2575,38.424999,37.2575,38.252499,36.162487,195009600
AAPL,09-05-17,38.467499,38.720001,38.362499,38.497501,36.3941,156521600
AAPL,10-05-17,38.407501,38.485001,38.0275,38.314999,36.221577,103222800
AAPL,11-05-17,38.112499,38.517502,38.077499,38.487499,36.534824,109020400
AAPL,12-05-17,38.674999,39.105,38.6675,39.025002,37.045071,130108000
AAPL,15-05-17,39.002499,39.162498,38.762501,38.924999,36.950134,104038800
AAPL,16-05-17,38.985001,39.014999,38.68,38.8675,36.895557,80194000
AAPL,17-05-17,38.400002,38.642502,37.427502,37.5625,35.656761,203070800
AAPL,18-05-17,37.817501,38.334999,37.782501,38.134998,36.200218,134272800
AAPL,19-05-17,38.345001,38.494999,38.157501,38.264999,36.323616,107843200
AAPL,22-05-17,38.5,38.645,38.227501,38.497501,36.544319,91865600
AAPL,23-05-17,38.724998,38.724998,38.327499,38.450001,36.499233,79675600
AAPL,24-05-17,38.459999,38.5425,38.1675,38.334999,36.390064,76712000
AAPL,25-05-17,38.432499,38.587502,38.2575,38.467499,36.515839,76942400
AAPL,26-05-17,38.5,38.560001,38.327499,38.4025,36.454147,87710400
AAPL,30-05-17,38.355,38.607498,38.3325,38.4175,36.468384,80507600
AAPL,31-05-17,38.4925,38.5425,38.095001,38.189999,36.252426,97804800
AAPL,01-06-17,38.2925,38.3325,38.055,38.294998,36.3521,65616400
AAPL,02-06-17,38.395,38.862499,38.2225,38.862499,36.890808,111082800
AAPL,05-06-17,38.584999,38.612499,38.365002,38.482498,36.530083,101326800
AAPL,06-06-17,38.474998,38.952499,38.445,38.612499,36.653488,106499600
AAPL,07-06-17,38.755001,38.994999,38.619999,38.842499,36.871819,84278400
AAPL,08-06-17,38.8125,38.884998,38.599998,38.747501,36.781639,85003200
AAPL,09-06-17,38.797501,38.797501,36.505001,37.244999,35.355366,259530800
AAPL,12-06-17,36.435001,36.522499,35.627499,36.355,34.510532,289229200
AAPL,13-06-17,36.790001,36.862499,36.287498,36.647499,34.788189,136661600
AAPL,14-06-17,36.875,36.875,35.959999,36.290001,34.448822,126124800
AAPL,15-06-17,35.830002,36.119999,35.552502,36.072498,34.242355,128661600
AAPL,16-06-17,35.945,36.125,35.549999,35.567501,33.762978,201444400
AAPL,19-06-17,35.915001,36.685001,35.915001,36.584999,34.728855,130165600
AAPL,20-06-17,36.717499,36.717499,36.235001,36.252499,34.413227,99600400
AAPL,21-06-17,36.380001,36.517502,36.1525,36.467499,34.617321,85063200
AAPL,22-06-17,36.442501,36.674999,36.279999,36.407501,34.56036,76425200
AAPL,23-06-17,36.282501,36.790001,36.2775,36.57,34.714619,141757600
AAPL,26-06-17,36.7925,37.07,36.345001,36.455002,34.605453,102769600
AAPL,27-06-17,36.252499,36.540001,35.904999,35.932499,34.109459,99047600
AAPL,28-06-17,36.122501,36.5275,35.790001,36.4575,34.60783,88329600
AAPL,29-06-17,36.177502,36.282501,35.57,35.919998,34.097595,125997600
AAPL,30-06-17,36.112499,36.240002,35.945,36.005001,34.178276,92096400
AAPL,03-07-17,36.220001,36.325001,35.775002,35.875,34.054882,57111200
AAPL,05-07-17,35.922501,36.197498,35.68,36.022499,34.194889,86278400
AAPL,06-07-17,35.755001,35.875,35.602501,35.682499,33.872139,96515200
AAPL,07-07-17,35.724998,36.1875,35.724998,36.044998,34.216255,76806800
AAPL,10-07-17,36.0275,36.487499,35.842499,36.264999,34.425095,84362400
AAPL,11-07-17,36.182499,36.462502,36.095001,36.3825,34.536633,79127200
AAPL,12-07-17,36.467499,36.544998,36.205002,36.435001,34.586472,99538000
AAPL,13-07-17,36.375,37.122501,36.360001,36.942501,35.068222,100797600
AAPL,14-07-17,36.9925,37.3325,36.8325,37.259998,35.369614,80528400
AAPL,17-07-17,37.205002,37.724998,37.142502,37.389999,35.493011,95174000
AAPL,18-07-17,37.299999,37.532501,37.1675,37.52,35.616428,71475200
AAPL,19-07-17,37.619999,37.855,37.487499,37.755001,35.839497,83692000
AAPL,20-07-17,37.875,37.935001,37.547501,37.584999,35.67812,68974800
AAPL,21-07-17,37.497501,37.610001,37.220001,37.567501,35.661514,105010400
AAPL,24-07-17,37.645,38.110001,37.474998,38.022499,36.093422,85972800
AAPL,25-07-17,37.950001,38.459999,37.950001,38.185001,36.247681,75415600
AAPL,26-07-17,38.337502,38.482498,38.264999,38.365002,36.418556,63124000
AAPL,27-07-17,38.4375,38.497501,36.825001,37.639999,35.730331,129905200
AAPL,28-07-17,37.4725,37.557499,37.297501,37.375,35.47879,68854800
AAPL,31-07-17,37.474998,37.5825,37.032501,37.182499,35.29604,79383600
AAPL,01-08-17,37.275002,37.555,37.102501,37.512501,35.609306,141474400
AAPL,02-08-17,39.82,39.9375,39.040001,39.285,37.291874,279747200
AAPL,03-08-17,39.262501,39.302502,38.755001,38.892502,36.919292,108389200
AAPL,04-08-17,39.017502,39.349998,38.922501,39.0975,37.11388,82239600
AAPL,07-08-17,39.264999,39.73,39.1675,39.702499,37.688187,87481200
AAPL,08-08-17,39.650002,40.4575,39.567501,40.02,37.98959,144823600
AAPL,09-08-17,39.814999,40.317501,39.7775,40.264999,38.222149,104526000
AAPL,10-08-17,39.974998,40,38.657501,38.830002,37.004704,163217200
AAPL,11-08-17,39.150002,39.642502,39.017502,39.369999,37.519321,105028400
AAPL,14-08-17,39.830002,40.052502,39.6875,39.962502,38.083973,88490800
AAPL,15-08-17,40.165001,40.549999,40.035,40.400002,38.500904,117862000
AAPL,16-08-17,40.485001,40.627499,40.037498,40.237499,38.346043,110686400
AAPL,17-08-17,40.130001,40.177502,39.459999,39.465,37.609856,111762400
AAPL,18-08-17,39.465,39.875,39.18,39.375,37.524078,109712400
AAPL,21-08-17,39.375,39.4725,38.7775,39.302502,37.455002,105474000
AAPL,22-08-17,39.557499,40,39.505001,39.945,38.067291,86418400
AAPL,23-08-17,39.767502,40.1175,39.720001,39.994999,38.114929,77596400
AAPL,24-08-17,40.107498,40.185001,39.637501,39.817501,37.945786,79275600
AAPL,25-08-17,39.912498,40.139999,39.817501,39.965,38.086349,101920400
AAPL,28-08-17,40.035,40.5,39.982498,40.3675,38.469933,103864000
AAPL,29-08-17,40.025002,40.779999,40,40.727501,38.813011,118067600
AAPL,30-08-17,40.950001,40.9725,40.6525,40.837502,38.917843,109078400
AAPL,31-08-17,40.91,41.130001,40.869999,41,39.072693,107140400
AAPL,01-09-17,41.200001,41.235001,40.907501,41.012501,39.084614,66364400
AAPL,05-09-17,40.9375,41.0625,40.139999,40.52,38.615265,117874000
AAPL,06-09-17,40.677502,40.747501,40.130001,40.477501,38.574753,86606800
AAPL,07-09-17,40.522499,40.560001,40.09,40.314999,38.419891,87714000
AAPL,08-09-17,40.215,40.287498,39.6325,39.657501,37.793301,114446000
AAPL,11-09-17,40.125,40.512501,39.9725,40.375,38.477081,126323200
AAPL,12-09-17,40.6525,40.990002,39.692501,40.215,38.324593,286856000
AAPL,13-09-17,39.967499,39.990002,39.477501,39.912498,38.03632,179629600
AAPL,14-09-17,39.747501,39.849998,39.522499,39.57,37.709919,95042800
AAPL,15-09-17,39.6175,40.2425,39.5,39.970001,38.091118,196458400
AAPL,18-09-17,40.0275,40.125,39.5,39.6675,37.802841,113077600
AAPL,19-09-17,39.877499,39.942501,39.610001,39.682499,37.817127,83242400
AAPL,20-09-17,39.474998,39.564999,38.4575,39.017502,37.183384,211805600
AAPL,21-09-17,38.950001,38.950001,38.1875,38.3475,36.544884,150046800
AAPL,22-09-17,37.884998,38.067501,37.639999,37.9725,36.187511,186581600
AAPL,25-09-17,37.497501,37.9575,37.290001,37.637501,35.868259,177549200
AAPL,26-09-17,37.945,38.48,37.922501,38.285,36.485325,146640000
AAPL,27-09-17,38.450001,38.68,38.384998,38.557499,36.74501,102016800
AAPL,28-09-17,38.4725,38.57,38.174999,38.32,36.518677,88022000
AAPL,29-09-17,38.302502,38.532501,38,38.529999,36.718803,105199200
AAPL,02-10-17,38.564999,38.612499,38.18,38.452499,36.644943,74795200
AAPL,03-10-17,38.502499,38.772499,38.477501,38.619999,36.804573,64921200
AAPL,04-10-17,38.407501,38.465,38.115002,38.369999,36.566322,80655200
AAPL,05-10-17,38.544998,38.860001,38.512501,38.8475,37.021381,85135200
AAPL,06-10-17,38.7425,38.872501,38.639999,38.825001,36.999939,69630400
AAPL,09-10-17,38.952499,39.182499,38.872501,38.959999,37.128597,65051600
AAPL,10-10-17,39.014999,39.5,38.775002,38.974998,37.142887,62468000
AAPL,11-10-17,38.9925,39.244999,38.9375,39.137501,37.297745,67622400
AAPL,12-10-17,39.087502,39.342499,38.932499,39,37.166714,64500400
AAPL,13-10-17,39.182499,39.32,39.102501,39.247501,37.40258,65576800
AAPL,16-10-17,39.474998,40,39.412498,39.970001,38.091118,96486000
AAPL,17-10-17,39.945,40.217499,39.807499,40.1175,38.231682,75989200
AAPL,18-10-17,40.105,40.177502,39.900002,39.939999,38.062527,65496800
AAPL,19-10-17,39.1875,39.27,38.755001,38.994999,37.161945,170336800
AAPL,20-10-17,39.1525,39.4375,38.990002,39.0625,37.22628,95896400
AAPL,23-10-17,39.2225,39.422501,38.875,39.0425,37.207214,87937200
AAPL,24-10-17,39.072498,39.355,39.049999,39.275002,37.428783,71028800
AAPL,25-10-17,39.227501,39.387501,38.817501,39.102501,37.264393,84828400
AAPL,26-10-17,39.307499,39.4575,39.195,39.352501,37.502647,68002000
AAPL,27-10-17,39.822498,40.900002,39.674999,40.762501,38.846367,177816800
AAPL,30-10-17,40.9725,42.017502,40.93,41.68,39.720726,178803200
AAPL,31-10-17,41.974998,42.412498,41.735001,42.259998,40.273464,144187200
AAPL,01-11-17,42.467499,42.485001,41.4025,41.7225,39.761234,134551200
AAPL,02-11-17,41.650002,42.125,41.32,42.0275,40.051895,165573600
AAPL,03-11-17,43.5,43.564999,42.779999,43.125,41.097813,237594400
AAPL,06-11-17,43.092499,43.747501,42.93,43.5625,41.514744,140105200
AAPL,07-11-17,43.477501,43.8125,43.400002,43.702499,41.648163,97446000
AAPL,08-11-17,43.665001,44.060001,43.5825,44.060001,41.988861,97638000
AAPL,09-11-17,43.7775,44.025002,43.285,43.970001,41.903091,117930400
AAPL,10-11-17,43.7775,43.845001,43.567501,43.6675,41.764404,100582000
AAPL,13-11-17,43.375,43.625,43.349998,43.4925,41.597027,67928400
AAPL,14-11-17,43.259998,43.369999,42.794998,42.834999,40.968182,99130000
AAPL,15-11-17,42.4925,42.580002,42.095001,42.27,40.427818,116632400
AAPL,16-11-17,42.794998,42.967499,42.575001,42.775002,40.910801,94550000
AAPL,17-11-17,42.759998,42.8475,42.41,42.537498,40.683643,87598000
AAPL,20-11-17,42.572498,42.639999,42.389999,42.494999,40.643002,65049600
AAPL,21-11-17,42.695,43.424999,42.695,43.285,41.398579,100525200
AAPL,22-11-17,43.34,43.75,43.262501,43.740002,41.833744,102355600
AAPL,24-11-17,43.775002,43.875,43.662498,43.7425,41.83614,56106800
AAPL,27-11-17,43.762501,43.77,43.334999,43.522499,41.625729,82867200
AAPL,28-11-17,43.575001,43.717499,42.965,43.267502,41.38184,105715200
AAPL,29-11-17,43.157501,43.23,41.790001,42.369999,40.52346,166665600
AAPL,30-11-17,42.607498,43.035,42.110001,42.962502,41.09013,166108800
AAPL,01-12-17,42.487499,42.9175,42.125,42.762501,40.898849,159037200
AAPL,04-12-17,43.119999,43.154999,42.407501,42.450001,40.599968,130169600
AAPL,05-12-17,42.264999,42.880001,42.099998,42.41,40.561714,109400800
AAPL,06-12-17,41.875,42.549999,41.615002,42.252499,40.411072,114240000
AAPL,07-12-17,42.2575,42.610001,42.227501,42.330002,40.485203,102693200
AAPL,08-12-17,42.622501,42.75,42.205002,42.342499,40.497147,93420800
AAPL,11-12-17,42.299999,43.2225,42.197498,43.1675,41.286194,141095200
AAPL,12-12-17,43.037498,43.0975,42.865002,42.924999,41.054268,77636800
AAPL,13-12-17,43.125,43.384998,43,43.067501,41.190556,95273600
AAPL,14-12-17,43.099998,43.282501,42.912498,43.055,41.178608,81906000
AAPL,15-12-17,43.407501,43.5425,43.115002,43.4925,41.597027,160677200
AAPL,18-12-17,43.720001,44.299999,43.715,44.105,42.182838,117684400
AAPL,19-12-17,43.7575,43.8475,43.522499,43.634998,41.733318,109745600
AAPL,20-12-17,43.717499,43.855,43.3125,43.587502,41.687889,93902400
AAPL,21-12-17,43.5425,44.005001,43.525002,43.752499,41.845699,83799600
AAPL,22-12-17,43.669998,43.855,43.625,43.752499,41.845699,65397600
AAPL,26-12-17,42.700001,42.8675,42.419998,42.642502,40.784081,132742000
AAPL,27-12-17,42.525002,42.695,42.427502,42.650002,40.791252,85992800
AAPL,28-12-17,42.75,42.962502,42.619999,42.77,40.906021,65920800
AAPL,29-12-17,42.630001,42.647499,42.305,42.307499,40.463676,103999600
AAPL,02-01-18,42.540001,43.075001,42.314999,43.064999,41.188168,102223600
AAPL,03-01-18,43.1325,43.637501,42.990002,43.057499,41.180988,118071600
AAPL,04-01-18,43.134998,43.3675,43.02,43.2575,41.372276,89738400
AAPL,05-01-18,43.360001,43.842499,43.262501,43.75,41.843304,94640000
AAPL,08-01-18,43.587502,43.9025,43.482498,43.587502,41.687889,82271200
AAPL,09-01-18,43.637501,43.764999,43.352501,43.5825,41.683109,86336000
AAPL,10-01-18,43.290001,43.575001,43.25,43.572498,41.673538,95839600
AAPL,11-01-18,43.647499,43.872501,43.622501,43.82,41.910255,74670800
AAPL,12-01-18,44.044998,44.34,43.912498,44.272499,42.343044,101672400
AAPL,16-01-18,44.474998,44.8475,44.035,44.047501,42.127842,118263600
AAPL,17-01-18,44.037498,44.8125,43.767502,44.775002,42.823643,137547200
AAPL,18-01-18,44.842499,45.025002,44.5625,44.814999,42.861897,124773600
AAPL,19-01-18,44.6525,44.895,44.352501,44.615002,42.670612,129700400
AAPL,22-01-18,44.325001,44.445,44.150002,44.25,42.321526,108434400
AAPL,23-01-18,44.325001,44.860001,44.205002,44.259998,42.331081,130756400
AAPL,24-01-18,44.3125,44.325001,43.299999,43.555,41.656811,204420400
AAPL,25-01-18,43.627499,43.737499,42.6325,42.7775,40.913197,166116000
AAPL,26-01-18,43,43,42.514999,42.877499,41.008839,156572000
AAPL,29-01-18,42.540001,42.540001,41.767502,41.990002,40.160023,202561600
AAPL,30-01-18,41.3825,41.842499,41.174999,41.7425,39.923302,184192800
AAPL,31-01-18,41.717499,42.110001,41.625,41.857498,40.033291,129915600
AAPL,01-02-18,41.7925,42.154999,41.689999,41.945,40.116978,188923200
AAPL,02-02-18,41.5,41.700001,40.025002,40.125,38.376289,346375200
AAPL,05-02-18,39.775002,40.970001,39,39.122501,37.417488,290954000
AAPL,06-02-18,38.7075,40.93,38.5,40.7575,38.981232,272975200
AAPL,07-02-18,40.772499,40.849998,39.767502,39.884998,38.146748,206434400
AAPL,08-02-18,40.072498,40.25,38.7575,38.787498,37.097088,217562000
AAPL,09-02-18,39.267502,39.4725,37.560001,39.102501,37.550831,282690400
AAPL,12-02-18,39.625,40.9725,39.377499,40.677502,39.063335,243278000
AAPL,13-02-18,40.487499,41.1875,40.412498,41.084999,39.454659,130196800
AAPL,14-02-18,40.759998,41.884998,40.720001,41.842499,40.182106,162579600
AAPL,15-02-18,42.447498,43.272499,42.25,43.247501,41.531353,204588800
AAPL,16-02-18,43.09,43.705002,42.942501,43.107498,41.396904,160704400
AAPL,20-02-18,43.012501,43.564999,42.855,42.962502,41.257656,135722000
AAPL,21-02-18,43.2075,43.529999,42.752499,42.767502,41.070408,149886400
AAPL,22-02-18,42.950001,43.487499,42.927502,43.125,41.413719,123967600
AAPL,23-02-18,43.4175,43.912498,43.384998,43.875,42.133953,135249600
AAPL,26-02-18,44.087502,44.8475,44.052502,44.7425,42.967033,152648800
AAPL,27-02-18,44.775002,45.119999,44.540001,44.5975,42.827778,155712400
AAPL,28-02-18,44.814999,45.154999,44.512501,44.529999,42.762966,151128400
AAPL,01-03-18,44.634998,44.945,43.165001,43.75,42.013905,195208000
AAPL,02-03-18,43.200001,44.075001,43.112499,44.052502,42.304417,153816000
AAPL,05-03-18,43.802502,44.435001,43.630001,44.205002,42.450859,113605600
AAPL,06-03-18,44.477501,44.5625,44.032501,44.1675,42.414848,95154000
AAPL,07-03-18,43.735001,43.962502,43.567501,43.7575,42.021118,126814000
AAPL,08-03-18,43.869999,44.279999,43.767502,44.235001,42.479664,95096400
AAPL,09-03-18,44.490002,45,44.3475,44.994999,43.209507,128740800
AAPL,12-03-18,45.072498,45.5975,45.052502,45.43,43.627243,128828400
AAPL,13-03-18,45.647499,45.875,44.810001,44.9925,43.2071,126774000
AAPL,14-03-18,45.080002,45.130001,44.452499,44.610001,42.839783,117473600
AAPL,15-03-18,44.625,45.060001,44.517502,44.662498,42.890202,90975200
AAPL,16-03-18,44.662498,44.779999,44.404999,44.505001,42.738945,157618800
AAPL,19-03-18,44.330002,44.3675,43.415001,43.825001,42.085934,133787200
AAPL,20-03-18,43.810001,44.200001,43.735001,43.810001,42.071529,78597600
AAPL,21-03-18,43.759998,43.772499,42.814999,42.817501,41.118416,148219600
AAPL,22-03-18,42.5,43.169998,42.150002,42.212502,40.537422,165963200
AAPL,23-03-18,42.0975,42.48,41.235001,41.235001,39.598709,164115200
AAPL,26-03-18,42.017502,43.275002,41.610001,43.192501,41.478539,150164800
AAPL,27-03-18,43.419998,43.787498,41.73,42.084999,40.414986,163690400
AAPL,28-03-18,41.8125,42.505001,41.297501,41.619999,39.968433,166674000
AAPL,29-03-18,41.952499,42.9375,41.724998,41.945,40.28054,153594000
AAPL,02-04-18,41.66,42.235001,41.1175,41.669998,40.016449,150347200
AAPL,03-04-18,41.91,42.1875,41.220001,42.0975,40.426987,121112000
AAPL,04-04-18,41.220001,43.002499,41.192501,42.9025,41.200043,138422000
AAPL,05-04-18,43.145,43.557499,43.02,43.200001,41.485741,107732800
AAPL,06-04-18,42.7425,43.119999,42.049999,42.095001,40.424587,140021200
AAPL,09-04-18,42.470001,43.272499,42.462502,42.512501,40.825512,116070800
AAPL,10-04-18,43.25,43.5,42.8825,43.3125,41.593765,113634400
AAPL,11-04-18,43.057499,43.48,42.924999,43.110001,41.399303,89726400
AAPL,12-04-18,43.352501,43.75,43.259998,43.535,41.807449,91557200
AAPL,13-04-18,43.695,43.959999,43.462502,43.682499,41.949093,100497200
AAPL,16-04-18,43.7575,44.047501,43.7075,43.955002,42.210777,86313600
AAPL,17-04-18,44.122501,44.735001,44.102501,44.560001,42.791779,106421600
AAPL,18-04-18,44.452499,44.705002,44.220001,44.459999,42.695732,83018000
AAPL,19-04-18,43.439999,43.8475,43.165001,43.200001,41.485741,139235200
AAPL,20-04-18,42.650002,42.805,41.357498,41.43,39.785973,261964400
AAPL,23-04-18,41.7075,41.73,41.022499,41.310001,39.670738,146062000
AAPL,24-04-18,41.4175,41.5825,40.305,40.735001,39.118553,134768000
AAPL,25-04-18,40.654999,41.355,40.602501,40.912498,39.289009,113528400
AAPL,26-04-18,41.029999,41.432499,40.842499,41.055,39.425858,111852000
AAPL,27-04-18,41,41.0825,40.157501,40.580002,38.969704,142623200
AAPL,30-04-18,40.532501,41.814999,40.459999,41.314999,39.675526,169709600
AAPL,01-05-18,41.602501,42.299999,41.317501,42.275002,40.597443,214277600
AAPL,02-05-18,43.807499,44.4375,43.450001,44.142502,42.390835,266157600
AAPL,03-05-18,43.970001,44.375,43.610001,44.2225,42.467659,136272800
AAPL,04-05-18,44.5625,46.0625,44.5425,45.9575,44.133812,224805200
AAPL,07-05-18,46.294998,46.9175,46.1875,46.290001,44.45311,169805600
AAPL,08-05-18,46.247501,46.555,45.9175,46.512501,44.666786,113611200
AAPL,09-05-18,46.637501,46.849998,46.305,46.84,44.981297,92844800
AAPL,10-05-18,46.935001,47.592499,46.912498,47.509998,45.624714,111957200
AAPL,11-05-18,47.372501,47.514999,46.862499,47.147499,45.451183,104848800
AAPL,14-05-18,47.252499,47.3825,46.965,47.037498,45.345139,83115200
AAPL,15-05-18,46.695,46.767502,46.275002,46.610001,44.933022,94780800
AAPL,16-05-18,46.517502,47.115002,46.5,47.044998,45.352367,76732400
AAPL,17-05-18,47,47.227501,46.59,46.747501,45.065575,69176000
AAPL,18-05-18,46.797501,46.952499,46.532501,46.577499,44.901695,73190800
AAPL,21-05-18,47,47.317501,46.727501,46.907501,45.219818,73603200
AAPL,22-05-18,47.095001,47.220001,46.695,46.790001,45.106544,60962800
AAPL,23-05-18,46.587502,47.125,46.439999,47.09,45.395756,80233600
AAPL,24-05-18,47.192501,47.209999,46.552502,47.037498,45.345139,92936000
AAPL,25-05-18,47.057499,47.412498,46.912498,47.145,45.448776,69844000
AAPL,29-05-18,46.900002,47.1875,46.717499,46.974998,45.284889,90056400
AAPL,30-05-18,46.93,47,46.695,46.875,45.188492,74762000
